"","capital","capitalLabel","coordinate_location","capital_of","capital_ofLabel","country","countryLabel"
"484","http://www.wikidata.org/entity/Q8678","Rio de Janeiro","Point(-43.196388888 -22.908333333)","http://www.wikidata.org/entity/Q658161","Neutral Municipality","http://www.wikidata.org/entity/Q155","Brazil"
"485","http://www.wikidata.org/entity/Q8678","Rio de Janeiro","Point(-43.196388888 -22.908333333)","http://www.wikidata.org/entity/Q903779","United Kingdom of Portugal, Brazil and the Algarves","http://www.wikidata.org/entity/Q155","Brazil"
"486","http://www.wikidata.org/entity/Q8678","Rio de Janeiro","Point(-43.196388888 -22.908333333)","http://www.wikidata.org/entity/Q1155409","Guanabara","http://www.wikidata.org/entity/Q155","Brazil"
"487","http://www.wikidata.org/entity/Q8678","Rio de Janeiro","Point(-43.196388888 -22.908333333)","http://www.wikidata.org/entity/Q2414171","First Brazilian Republic","http://www.wikidata.org/entity/Q155","Brazil"
"488","http://www.wikidata.org/entity/Q8678","Rio de Janeiro","Point(-43.196388888 -22.908333333)","http://www.wikidata.org/entity/Q11876909","State of Brazil","http://www.wikidata.org/entity/Q155","Brazil"
"489","http://www.wikidata.org/entity/Q8678","Rio de Janeiro","Point(-43.196388888 -22.908333333)","http://www.wikidata.org/entity/Q18469298","Federal District","http://www.wikidata.org/entity/Q155","Brazil"
"490","http://www.wikidata.org/entity/Q8684","Seoul","Point(126.99 37.56)","http://www.wikidata.org/entity/Q884","South Korea","http://www.wikidata.org/entity/Q884","South Korea"
"491","http://www.wikidata.org/entity/Q8851","Málaga","Point(-4.416666666 36.716666666)","http://www.wikidata.org/entity/Q95028","Málaga Province","http://www.wikidata.org/entity/Q29","Spain"
"492","http://www.wikidata.org/entity/Q8851","Málaga","Point(-4.416666666 36.716666666)","http://www.wikidata.org/entity/Q267484","Taifa of Málaga","http://www.wikidata.org/entity/Q29","Spain"
"493","http://www.wikidata.org/entity/Q8851","Málaga","Point(-4.416666666 36.716666666)","http://www.wikidata.org/entity/Q2452346","Málaga-Costa del Sol","http://www.wikidata.org/entity/Q29","Spain"
"494","http://www.wikidata.org/entity/Q9248","Baku","Point(49.835183333 40.366655555)","http://www.wikidata.org/entity/Q227","Azerbaijan","http://www.wikidata.org/entity/Q227","Azerbaijan"
"495","http://www.wikidata.org/entity/Q9270","Thimphu","Point(89.633333333 27.483333333)","http://www.wikidata.org/entity/Q917","Bhutan","http://www.wikidata.org/entity/Q917","Bhutan"
"496","http://www.wikidata.org/entity/Q9279","Bandar Seri Begawan","Point(114.916666666 4.916666666)","http://www.wikidata.org/entity/Q921","Brunei","http://www.wikidata.org/entity/Q921","Brunei"
"497","http://www.wikidata.org/entity/Q9279","Bandar Seri Begawan","Point(114.916666666 4.916666666)","http://www.wikidata.org/entity/Q10801529","North Borneo Federation","http://www.wikidata.org/entity/Q921","Brunei"
"498","http://www.wikidata.org/entity/Q9310","Dili","Point(125.573611111 -8.558611111)","http://www.wikidata.org/entity/Q574","East Timor","http://www.wikidata.org/entity/Q574","East Timor"
"499","http://www.wikidata.org/entity/Q9310","Dili","Point(125.573611111 -8.558611111)","http://www.wikidata.org/entity/Q83067","Timor","http://www.wikidata.org/entity/Q574","East Timor"
"500","http://www.wikidata.org/entity/Q9310","Dili","Point(125.573611111 -8.558611111)","http://www.wikidata.org/entity/Q142965","Portuguese Timor","http://www.wikidata.org/entity/Q574","East Timor"
"501","http://www.wikidata.org/entity/Q80989","Bhopal","Point(77.416666666 23.25)","http://www.wikidata.org/entity/Q4100821","Bhopal","http://www.wikidata.org/entity/Q668","India"
"502","http://www.wikidata.org/entity/Q82500","St. Pölten","Point(15.616666666 48.2)","http://www.wikidata.org/entity/Q42497","Lower Austria","http://www.wikidata.org/entity/Q40","Austria"
"503","http://www.wikidata.org/entity/Q83189","Goiânia","Point(-49.256388888 -16.680555555)","http://www.wikidata.org/entity/Q41587","Goiás","http://www.wikidata.org/entity/Q155","Brazil"
"504","http://www.wikidata.org/entity/Q83442","Kullu","Point(77.1 31.96)","http://www.wikidata.org/entity/Q2980880","Kullu district","http://www.wikidata.org/entity/Q668","India"
"505","http://www.wikidata.org/entity/Q83786","Shimla","Point(77.172222222 31.103333333)","http://www.wikidata.org/entity/Q1177","Himachal Pradesh","http://www.wikidata.org/entity/Q668","India"
"506","http://www.wikidata.org/entity/Q83786","Shimla","Point(77.172222222 31.103333333)","http://www.wikidata.org/entity/Q1921404","Shimla District","http://www.wikidata.org/entity/Q668","India"
"507","http://www.wikidata.org/entity/Q101418","Lobamba","Point(31.166666666 -26.416666666)","http://www.wikidata.org/entity/Q1050","Eswatini","http://www.wikidata.org/entity/Q1050","Eswatini"
"508","http://www.wikidata.org/entity/Q103717","Rovaniemi","Point(25.7284789 66.5027903)","http://www.wikidata.org/entity/Q5700","Lapland","http://www.wikidata.org/entity/Q33","Finland"
"509","http://www.wikidata.org/entity/Q103717","Rovaniemi","Point(25.734722222 66.501388888)","http://www.wikidata.org/entity/Q5700","Lapland","http://www.wikidata.org/entity/Q33","Finland"
"510","http://www.wikidata.org/entity/Q112813","Durango","Point(-104.654444444 24.022777777)","http://www.wikidata.org/entity/Q79918","Durango","http://www.wikidata.org/entity/Q96","Mexico"
"511","http://www.wikidata.org/entity/Q112813","Durango","Point(-104.654444444 24.022777777)","http://www.wikidata.org/entity/Q2832731","Durango","http://www.wikidata.org/entity/Q96","Mexico"
"512","http://www.wikidata.org/entity/Q129072","Persepolis","Point(52.891388888 29.934444444)","http://www.wikidata.org/entity/Q389688","Achaemenid Empire","http://www.wikidata.org/entity/Q794","Iran"
"513","http://www.wikidata.org/entity/Q129072","Persepolis","Point(52.891388888 29.934444444)","http://www.wikidata.org/entity/Q389688","Achaemenid Empire","http://www.wikidata.org/entity/Q389688","Achaemenid Empire"
"514","http://www.wikidata.org/entity/Q129352","Stepanakert","Point(46.751944444 39.815277777)","http://www.wikidata.org/entity/Q244165","Republic of Artsakh","http://www.wikidata.org/entity/Q227","Azerbaijan"
"515","http://www.wikidata.org/entity/Q129352","Stepanakert","Point(46.751944444 39.815277777)","http://www.wikidata.org/entity/Q244165","Republic of Artsakh","http://www.wikidata.org/entity/Q244165","Republic of Artsakh"
"516","http://www.wikidata.org/entity/Q131233","South Tarawa","Point(172.966666666 1.4)","http://www.wikidata.org/entity/Q710","Kiribati","http://www.wikidata.org/entity/Q710","Kiribati"
"517","http://www.wikidata.org/entity/Q131233","South Tarawa","Point(172.966666666 1.4)","http://www.wikidata.org/entity/Q271876","Gilbert Islands","http://www.wikidata.org/entity/Q710","Kiribati"
"518","http://www.wikidata.org/entity/Q131620","Natal","Point(-35.208888888 -5.795)","http://www.wikidata.org/entity/Q43255","Rio Grande do Norte","http://www.wikidata.org/entity/Q155","Brazil"
"519","http://www.wikidata.org/entity/Q131694","Aden","Point(45.033333333 12.8)","http://www.wikidata.org/entity/Q805","Yemen","http://www.wikidata.org/entity/Q805","Yemen"
"520","http://www.wikidata.org/entity/Q132572","Tiraspol","Point(29.63333333 46.85)","http://www.wikidata.org/entity/Q907112","Transnistria","http://www.wikidata.org/entity/Q907112","Transnistria"
"521","http://www.wikidata.org/entity/Q132679","Willemstad","Point(-68.933333333 12.116666666)","http://www.wikidata.org/entity/Q25279","Curaçao","http://www.wikidata.org/entity/Q25279","Curaçao"
"522","http://www.wikidata.org/entity/Q132997","Florianópolis","Point(-48.553047222 -27.593280555)","http://www.wikidata.org/entity/Q41115","Santa Catarina","http://www.wikidata.org/entity/Q155","Brazil"
"523","http://www.wikidata.org/entity/Q132997","Florianópolis","Point(-48.553047222 -27.593280555)","http://www.wikidata.org/entity/Q1191273","Santa Catarina Island","http://www.wikidata.org/entity/Q155","Brazil"
"524","http://www.wikidata.org/entity/Q146723","Kisangani","Point(25.191111111 0.515277777)","http://www.wikidata.org/entity/Q831370","Orientale Province","http://www.wikidata.org/entity/Q974","Democratic Republic of the Congo"
"525","http://www.wikidata.org/entity/Q147738","Saint Helier","Point(-2.116666666 49.183333333)","http://www.wikidata.org/entity/Q785","Jersey","http://www.wikidata.org/entity/Q785","Jersey"
"526","http://www.wikidata.org/entity/Q150996","Akkad","Point(44.231205 33.382966)","http://www.wikidata.org/entity/Q4461035","Akkadian empire","http://www.wikidata.org/entity/Q796","Iraq"
"527","http://www.wikidata.org/entity/Q157035","Bückeburg","Point(9.049166666 52.260833333)","http://www.wikidata.org/entity/Q310650","Schaumburg-Lippe","http://www.wikidata.org/entity/Q183","Germany"
"528","http://www.wikidata.org/entity/Q157035","Bückeburg","Point(9.049166666 52.260833333)","http://www.wikidata.org/entity/Q427703","Free State of Schaumburg-Lippe","http://www.wikidata.org/entity/Q183","Germany"
"529","http://www.wikidata.org/entity/Q159273","Arequipa","Point(-71.536883333 -16.398763888)","http://www.wikidata.org/entity/Q205068","Arequipa","http://www.wikidata.org/entity/Q419","Peru"
"530","http://www.wikidata.org/entity/Q159273","Arequipa","Point(-71.536883333 -16.398763888)","http://www.wikidata.org/entity/Q601118","Arequipa Province","http://www.wikidata.org/entity/Q419","Peru"
"531","http://www.wikidata.org/entity/Q159273","Arequipa","Point(-71.536883333 -16.398763888)","http://www.wikidata.org/entity/Q3321924","Arequipa","http://www.wikidata.org/entity/Q419","Peru"
"532","http://www.wikidata.org/entity/Q165341","Teresina","Point(-42.8042 -5.0949)","http://www.wikidata.org/entity/Q42722","Piauí","http://www.wikidata.org/entity/Q155","Brazil"
"533","http://www.wikidata.org/entity/Q166065","Lelystad","Point(5.483333333 52.516666666)","http://www.wikidata.org/entity/Q707","Flevoland","http://www.wikidata.org/entity/Q55","Netherlands"
"534","http://www.wikidata.org/entity/Q167436","João Pessoa","Point(-34.88 -7.12)","http://www.wikidata.org/entity/Q38088","Paraíba","http://www.wikidata.org/entity/Q155","Brazil"
"535","http://www.wikidata.org/entity/Q167551","Gitega","Point(29.930555555 -3.426388888)","http://www.wikidata.org/entity/Q967","Burundi","http://www.wikidata.org/entity/Q967","Burundi"
"536","http://www.wikidata.org/entity/Q168652","Hargeisa","Point(44.060556 9.565556)","http://www.wikidata.org/entity/Q34754","Somaliland","http://www.wikidata.org/entity/Q34754","Somaliland"
"537","http://www.wikidata.org/entity/Q168929","Campo Grande","Point(-54.622222222 -20.468611111)","http://www.wikidata.org/entity/Q43319","Mato Grosso do Sul","http://www.wikidata.org/entity/Q155","Brazil"
"538","http://www.wikidata.org/entity/Q170454","Agartala","Point(91.266666666 23.833333333)","http://www.wikidata.org/entity/Q1363","Tripura","http://www.wikidata.org/entity/Q668","India"
"539","http://www.wikidata.org/entity/Q170454","Agartala","Point(91.266666666 23.833333333)","http://www.wikidata.org/entity/Q1947570","West Tripura district","http://www.wikidata.org/entity/Q668","India"
"540","http://www.wikidata.org/entity/Q170454","Agartala","Point(91.266666666 23.833333333)","http://www.wikidata.org/entity/Q17342164","Tripura","http://www.wikidata.org/entity/Q668","India"
"541","http://www.wikidata.org/entity/Q170482","Avarua","Point(-159.771 -21.207)","http://www.wikidata.org/entity/Q26988","Cook Islands","http://www.wikidata.org/entity/Q26988","Cook Islands"
"542","http://www.wikidata.org/entity/Q170578","Aracaju","Point(-37.05 -10.9167)","http://www.wikidata.org/entity/Q43783","Sergipe","http://www.wikidata.org/entity/Q155","Brazil"
"543","http://www.wikidata.org/entity/Q170762","Cuiabá","Point(-56.096944444 -15.595833333)","http://www.wikidata.org/entity/Q42824","Mato Grosso","http://www.wikidata.org/entity/Q155","Brazil"
"544","http://www.wikidata.org/entity/Q172512","Porto Velho","Point(-63.903888888 -8.761944444)","http://www.wikidata.org/entity/Q43235","Rondônia","http://www.wikidata.org/entity/Q155","Brazil"
"545","http://www.wikidata.org/entity/Q173310","Kirkuk","Point(44.4 35.466666666)","http://www.wikidata.org/entity/Q193268","Kirkuk Governorate","http://www.wikidata.org/entity/Q796","Iraq"
"546","http://www.wikidata.org/entity/Q173310","Kirkuk","Point(44.4 35.466666666)","http://www.wikidata.org/entity/Q3934830","Sharazor Eyalet","http://www.wikidata.org/entity/Q796","Iraq"
"547","http://www.wikidata.org/entity/Q174461","Ranchi","Point(85.334722222 23.355555555)","http://www.wikidata.org/entity/Q1184","Jharkhand","http://www.wikidata.org/entity/Q668","India"
"548","http://www.wikidata.org/entity/Q174461","Ranchi","Point(85.334722222 23.355555555)","http://www.wikidata.org/entity/Q1947380","Ranchi district","http://www.wikidata.org/entity/Q668","India"
"549","http://www.wikidata.org/entity/Q178993","Palmas","Point(-48.360277777 -10.212777777)","http://www.wikidata.org/entity/Q43695","Tocantins","http://www.wikidata.org/entity/Q155","Brazil"
"550","http://www.wikidata.org/entity/Q180215","Macapá","Point(-51.065311111 0.032958333)","http://www.wikidata.org/entity/Q40130","Amapá","http://www.wikidata.org/entity/Q155","Brazil"
"551","http://www.wikidata.org/entity/Q180773","Susa","Point(48.25 32.2)","http://www.wikidata.org/entity/Q128904","Elam","http://www.wikidata.org/entity/Q128904","Elam"
"552","http://www.wikidata.org/entity/Q180773","Susa","Point(48.25 32.2)","http://www.wikidata.org/entity/Q389688","Achaemenid Empire","http://www.wikidata.org/entity/Q128904","Elam"
"553","http://www.wikidata.org/entity/Q180773","Susa","Point(48.25 32.2)","http://www.wikidata.org/entity/Q1275158","Elymais","http://www.wikidata.org/entity/Q128904","Elam"
"554","http://www.wikidata.org/entity/Q180773","Susa","Point(48.25 32.2)","http://www.wikidata.org/entity/Q128904","Elam","http://www.wikidata.org/entity/Q389688","Achaemenid Empire"
"555","http://www.wikidata.org/entity/Q180773","Susa","Point(48.25 32.2)","http://www.wikidata.org/entity/Q389688","Achaemenid Empire","http://www.wikidata.org/entity/Q389688","Achaemenid Empire"
"556","http://www.wikidata.org/entity/Q180773","Susa","Point(48.25 32.2)","http://www.wikidata.org/entity/Q1275158","Elymais","http://www.wikidata.org/entity/Q389688","Achaemenid Empire"
"557","http://www.wikidata.org/entity/Q181007","Hattusa","Point(34.615277777 40.019722222)","http://www.wikidata.org/entity/Q13053139","Hittite Empire","http://www.wikidata.org/entity/Q43","Turkey"
"558","http://www.wikidata.org/entity/Q181056","Boa Vista","Point(-60.671944444 2.82)","http://www.wikidata.org/entity/Q42508","Roraima","http://www.wikidata.org/entity/Q155","Brazil"
"559","http://www.wikidata.org/entity/Q182378","Putrajaya","Point(101.69 2.93)",NA,NA,"http://www.wikidata.org/entity/Q833","Malaysia"
"560","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q83891","Sasanian Empire","http://www.wikidata.org/entity/Q796","Iraq"
"561","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q1986139","Parthian Empire","http://www.wikidata.org/entity/Q796","Iraq"
"562","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q3627700","Asuristan","http://www.wikidata.org/entity/Q796","Iraq"
"563","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q83891","Sasanian Empire","http://www.wikidata.org/entity/Q1986139","Parthian Empire"
"564","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q1986139","Parthian Empire","http://www.wikidata.org/entity/Q1986139","Parthian Empire"
"565","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q3627700","Asuristan","http://www.wikidata.org/entity/Q1986139","Parthian Empire"
"566","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q83891","Sasanian Empire","http://www.wikidata.org/entity/Q12490507","Rashidun Caliphate"
"567","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q1986139","Parthian Empire","http://www.wikidata.org/entity/Q12490507","Rashidun Caliphate"
"568","http://www.wikidata.org/entity/Q192541","Ctesiphon","Point(44.580833 33.093611)","http://www.wikidata.org/entity/Q3627700","Asuristan","http://www.wikidata.org/entity/Q12490507","Rashidun Caliphate"
"569","http://www.wikidata.org/entity/Q211030","Cherrapunji","Point(91.724166666 25.279166666)",NA,NA,"http://www.wikidata.org/entity/Q668","India"
"570","http://www.wikidata.org/entity/Q211030","Cherrapunji","Point(91.69619 25.30089)",NA,NA,"http://www.wikidata.org/entity/Q668","India"
"571","http://www.wikidata.org/entity/Q211030","Cherrapunji","Point(91.724166666 25.279166666)",NA,NA,"http://www.wikidata.org/entity/Q11913653","Q11913653"
"572","http://www.wikidata.org/entity/Q211030","Cherrapunji","Point(91.69619 25.30089)",NA,NA,"http://www.wikidata.org/entity/Q11913653","Q11913653"
"573","http://www.wikidata.org/entity/Q217610","Oranjestad","Point(-62.983333333 17.483333333)","http://www.wikidata.org/entity/Q26180","Sint Eustatius","http://www.wikidata.org/entity/Q55","Netherlands"
"574","http://www.wikidata.org/entity/Q232615","Sardis","Point(28.040278 38.488333)","http://www.wikidata.org/entity/Q620765","Lydia","http://www.wikidata.org/entity/Q43","Turkey"
"575","http://www.wikidata.org/entity/Q331584","Kralendijk","Point(-68.276666666 12.150833333)","http://www.wikidata.org/entity/Q25396","Bonaire","http://www.wikidata.org/entity/Q29999","Kingdom of the Netherlands"
"576","http://www.wikidata.org/entity/Q429059","Dvin","Point(44.58333333 40.0)","http://www.wikidata.org/entity/Q960395","Shaddadids","http://www.wikidata.org/entity/Q399","Armenia"
"577","http://www.wikidata.org/entity/Q429059","Dvin","Point(44.58333333 40.0)","http://www.wikidata.org/entity/Q960395","Shaddadids","http://www.wikidata.org/entity/Q2071857","Persarmenia"
"578","http://www.wikidata.org/entity/Q429059","Dvin","Point(44.58333333 40.0)","http://www.wikidata.org/entity/Q960395","Shaddadids","http://www.wikidata.org/entity/Q2571688","Persian Armenia"
"579","http://www.wikidata.org/entity/Q475718","The Bottom","Point(-63.249166666 17.626111111)","http://www.wikidata.org/entity/Q25528","Saba","http://www.wikidata.org/entity/Q55","Netherlands"
"580","http://www.wikidata.org/entity/Q498153","Edinburgh of the Seven Seas","Point(-12.31 -37.067277777)","http://www.wikidata.org/entity/Q220982","Tristan da Cunha","http://www.wikidata.org/entity/Q145","United Kingdom"
"581","http://www.wikidata.org/entity/Q498153","Edinburgh of the Seven Seas","Point(-12.31 -37.067277777)","http://www.wikidata.org/entity/Q220982","Tristan da Cunha","http://www.wikidata.org/entity/Q192184","Saint Helena, Ascension and Tristan da Cunha"
"582","http://www.wikidata.org/entity/Q515229","Ngerulmud","Point(134.624167 7.500556)","http://www.wikidata.org/entity/Q695","Palau","http://www.wikidata.org/entity/Q695","Palau"
"583","http://www.wikidata.org/entity/Q569107","Anshan","Point(52.407777777 30.011666666)","http://www.wikidata.org/entity/Q128904","Elam","http://www.wikidata.org/entity/Q794","Iran"
"584","http://www.wikidata.org/entity/Q569107","Anshan","Point(52.407777777 30.011666666)","http://www.wikidata.org/entity/Q3746183","Persis","http://www.wikidata.org/entity/Q794","Iran"
"585","http://www.wikidata.org/entity/Q605319","Alcochete","Point(-8.960833333 38.755277777)",NA,NA,"http://www.wikidata.org/entity/Q45","Portugal"
"586","http://www.wikidata.org/entity/Q608985","Elda","Point(-0.7975 38.473055555)","http://www.wikidata.org/entity/Q2300692","Vinalopó Mitjà","http://www.wikidata.org/entity/Q29","Spain"
"587","http://www.wikidata.org/entity/Q1953","Yerevan","Point(44.514444444 40.181388888)","http://www.wikidata.org/entity/Q139670","First Republic of Armenia","http://www.wikidata.org/entity/Q399","Armenia"
"588","http://www.wikidata.org/entity/Q1953","Yerevan","Point(44.514444444 40.181388888)","http://www.wikidata.org/entity/Q139730","Armenian Oblast","http://www.wikidata.org/entity/Q399","Armenia"
"589","http://www.wikidata.org/entity/Q1953","Yerevan","Point(44.514444444 40.181388888)","http://www.wikidata.org/entity/Q210198","Erivan Khanate","http://www.wikidata.org/entity/Q399","Armenia"
"590","http://www.wikidata.org/entity/Q1953","Yerevan","Point(44.514444444 40.181388888)","http://www.wikidata.org/entity/Q2187853","Russian Armenia","http://www.wikidata.org/entity/Q399","Armenia"
"591","http://www.wikidata.org/entity/Q1953","Yerevan","Point(44.514444444 40.181388888)","http://www.wikidata.org/entity/Q4532444","Erivansky Uyezd","http://www.wikidata.org/entity/Q399","Armenia"
"592","http://www.wikidata.org/entity/Q1953","Yerevan","Point(44.514444444 40.181388888)","http://www.wikidata.org/entity/Q7490498","Sharur-Daralagozsky Uyezd","http://www.wikidata.org/entity/Q399","Armenia"
"593","http://www.wikidata.org/entity/Q1963","Khartoum","Point(32.52654 15.60308)","http://www.wikidata.org/entity/Q1049","Sudan","http://www.wikidata.org/entity/Q1049","Sudan"
"594","http://www.wikidata.org/entity/Q1963","Khartoum","Point(32.52654 15.60308)","http://www.wikidata.org/entity/Q541455","Anglo-Egyptian Sudan","http://www.wikidata.org/entity/Q1049","Sudan"
"595","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q1273","Tuscany","http://www.wikidata.org/entity/Q38","Italy"
"596","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q16172","Province of Florence","http://www.wikidata.org/entity/Q38","Italy"
"597","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q148540","Republic of Florence","http://www.wikidata.org/entity/Q38","Italy"
"598","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q154849","Grand Duchy of Tuscany","http://www.wikidata.org/entity/Q38","Italy"
"599","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q172579","Kingdom of Italy","http://www.wikidata.org/entity/Q38","Italy"
"600","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q223793","Kingdom of Etruria","http://www.wikidata.org/entity/Q38","Italy"
"601","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q2252973","Duchy of Florence","http://www.wikidata.org/entity/Q38","Italy"
"602","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q2567507","Arno","http://www.wikidata.org/entity/Q38","Italy"
"603","http://www.wikidata.org/entity/Q2044","Florence","Point(11.254166666 43.771388888)","http://www.wikidata.org/entity/Q18288148","Metropolitan City of Florence","http://www.wikidata.org/entity/Q38","Italy"
"604","http://www.wikidata.org/entity/Q2280","Minsk","Point(27.561837 53.902246)","http://www.wikidata.org/entity/Q184","Belarus","http://www.wikidata.org/entity/Q184","Belarus"
"605","http://www.wikidata.org/entity/Q2337","Smolensk","Point(32.045277777 54.782777777)","http://www.wikidata.org/entity/Q2347","Smolensk Oblast","http://www.wikidata.org/entity/Q159","Russia"
"606","http://www.wikidata.org/entity/Q2337","Smolensk","Point(32.045277777 54.782777777)","http://www.wikidata.org/entity/Q2895","Byelorussian Soviet Socialist Republic","http://www.wikidata.org/entity/Q159","Russia"
"607","http://www.wikidata.org/entity/Q2337","Smolensk","Point(32.045277777 54.782777777)","http://www.wikidata.org/entity/Q1027484","Western Oblast","http://www.wikidata.org/entity/Q159","Russia"
"608","http://www.wikidata.org/entity/Q2337","Smolensk","Point(32.045277777 54.782777777)","http://www.wikidata.org/entity/Q1193104","Smolensky District","http://www.wikidata.org/entity/Q159","Russia"
"609","http://www.wikidata.org/entity/Q2337","Smolensk","Point(32.045277777 54.782777777)","http://www.wikidata.org/entity/Q1483495","Principality of Smolensk","http://www.wikidata.org/entity/Q159","Russia"
"610","http://www.wikidata.org/entity/Q2337","Smolensk","Point(32.045277777 54.782777777)","http://www.wikidata.org/entity/Q1540313","Smolensk Governorate","http://www.wikidata.org/entity/Q159","Russia"
"611","http://www.wikidata.org/entity/Q2449","Mogadishu","Point(45.3425 2.040833333)","http://www.wikidata.org/entity/Q1045","Somalia","http://www.wikidata.org/entity/Q1045","Somalia"
"612","http://www.wikidata.org/entity/Q2449","Mogadishu","Point(45.3425 2.040833333)","http://www.wikidata.org/entity/Q319984","Italian Somalia","http://www.wikidata.org/entity/Q1045","Somalia"
"613","http://www.wikidata.org/entity/Q2449","Mogadishu","Point(45.3425 2.040833333)","http://www.wikidata.org/entity/Q1477220","Somali Democratic Republic","http://www.wikidata.org/entity/Q1045","Somalia"
"614","http://www.wikidata.org/entity/Q2449","Mogadishu","Point(45.3425 2.040833333)","http://www.wikidata.org/entity/Q7559152","Somali Republic","http://www.wikidata.org/entity/Q1045","Somalia"
"615","http://www.wikidata.org/entity/Q2449","Mogadishu","Point(45.3425 2.040833333)","http://www.wikidata.org/entity/Q11950515","Hiraab Imamate","http://www.wikidata.org/entity/Q1045","Somalia"
"616","http://www.wikidata.org/entity/Q2467","Nassau","Point(-77.333333333 25.066666666)","http://www.wikidata.org/entity/Q778","The Bahamas","http://www.wikidata.org/entity/Q778","The Bahamas"
"617","http://www.wikidata.org/entity/Q2467","Nassau","Point(-77.333333333 25.066666666)","http://www.wikidata.org/entity/Q858513","New Providence","http://www.wikidata.org/entity/Q778","The Bahamas"
"618","http://www.wikidata.org/entity/Q2471","Sanaa","Point(44.2 15.35)","http://www.wikidata.org/entity/Q805","Yemen","http://www.wikidata.org/entity/Q805","Yemen"
"619","http://www.wikidata.org/entity/Q2807","Madrid","Point(-3.691944444 40.418888888)","http://www.wikidata.org/entity/Q29","Spain","http://www.wikidata.org/entity/Q29","Spain"
"620","http://www.wikidata.org/entity/Q2807","Madrid","Point(-3.691944444 40.418888888)","http://www.wikidata.org/entity/Q5756","Community of Madrid","http://www.wikidata.org/entity/Q29","Spain"
"621","http://www.wikidata.org/entity/Q2841","Bogota","Point(-74.0705 4.612638888)","http://www.wikidata.org/entity/Q739","Colombia","http://www.wikidata.org/entity/Q739","Colombia"
"622","http://www.wikidata.org/entity/Q2841","Bogota","Point(-74.0705 4.612638888)","http://www.wikidata.org/entity/Q8965","Viceroyalty of New Granada","http://www.wikidata.org/entity/Q739","Colombia"
"623","http://www.wikidata.org/entity/Q2841","Bogota","Point(-74.0705 4.612638888)","http://www.wikidata.org/entity/Q199821","Gran Colombia","http://www.wikidata.org/entity/Q739","Colombia"
"624","http://www.wikidata.org/entity/Q2841","Bogota","Point(-74.0705 4.612638888)","http://www.wikidata.org/entity/Q232564","Cundinamarca Department","http://www.wikidata.org/entity/Q739","Colombia"
"625","http://www.wikidata.org/entity/Q2841","Bogota","Point(-74.0705 4.612638888)","http://www.wikidata.org/entity/Q1055848","Capital District","http://www.wikidata.org/entity/Q739","Colombia"
"626","http://www.wikidata.org/entity/Q2841","Bogota","Point(-74.0705 4.612638888)","http://www.wikidata.org/entity/Q3591854","Free and Independent State of Cundinamarca","http://www.wikidata.org/entity/Q739","Colombia"
"627","http://www.wikidata.org/entity/Q2844","Brasília","Point(-47.882777777 -15.793888888)","http://www.wikidata.org/entity/Q155","Brazil","http://www.wikidata.org/entity/Q155","Brazil"
"628","http://www.wikidata.org/entity/Q2844","Brasília","Point(-47.882777777 -15.793888888)","http://www.wikidata.org/entity/Q119158","Federal District","http://www.wikidata.org/entity/Q155","Brazil"
"629","http://www.wikidata.org/entity/Q2844","Brasília","Point(-47.882777777 -15.793888888)","http://www.wikidata.org/entity/Q210542","Fourth Brazilian Republic","http://www.wikidata.org/entity/Q155","Brazil"
"630","http://www.wikidata.org/entity/Q2868","Lima","Point(-77.033333333 -12.05)","http://www.wikidata.org/entity/Q419","Peru","http://www.wikidata.org/entity/Q419","Peru"
